"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","VP","Fahrt[Manuell]","Fahrt[HandsOn]","Fahrt[HandsOff]","ManuellNotizProband","ManuellNotizFahrt","HOnNotizProband","HOnNotizFahrt","HOffNotizProband","HOffNotizFahrt","SonstigeAnmerkungen","FahrerInitierteTrans","SysteminitierteTrans","DMS","HMI","Geschwindigkeit","Systemverhalten","BewertungL2","L2PrivatesFahrzeug[ACC]","L2PrivatesFahrzeug[Spurhaltung]","L2PrivatesFahrzeug[Haendefrei]","AnmerkungenBewertung","KommentareL2","KommentareStudie"
"51","2022-07-22 11:10:34","3","de","1092640257","2022-07-22 09:58:05","2022-07-22 11:10:34","43","","Y","","","","meiste Aufmerksamkeit für Tablet, jedoch immer wieder Scannen der Umgebung, Szenario 2 nicht erkannt, fährt mit 2 Händen, Baustelle erkannt, spät nach links gezogen, deshalb Notbremsung aktiv (nicht kritisch), Szenario 6 erkannt, Pannenfahrzeug nicht erkannt, Vollbremsung bis zum Stillstand","m5, m12 Anfang Abwurf Automation","","","erster Versuch nach 60 sec neu gestartet, da Appabsturz","Baustelle früh erkannt, aber erstmal noch mit Tablet beschäftigt,  in der Baustelle war Umstellung schwer, vllt 1 Antwort nebenbei, Pannenfahrzeug gar nicht bemerkt, erschrocken, wusste nicht, was man dann bei/während Notbremsung machen soll, Aufgaben beim Tablet sehr schwer, Tippen war gut machbar, Lesen und verstehen war schwerer, vllt was spieleres","m5 und m12","Probandin hatte teils Hände kurz nicht am Lenkrad","mehr Infos zum Status, wann verfügbar, wann nicht, wird Fahrstreifen erkannt ACC Display","bei 120 wieder Automation aktiviert, wurde etwas faul, selber zu fahrne, volle Aufmerksamkeit bei den Fragen, Gewöhnung, abbremsen bei tempolimits gut","Automatischer Spurwechsel gewünscht","Unsic","Ja","Ja","Manue","TakeOverRequest gewünscht, teils unsicher mit dem System weil keine Warnung vor kritischen Situationen, höhere Erwartungen an das System, kombinationaus quer und längsführung kritisch","",""
"52","2022-07-22 12:57:01","3","de","704539772","2022-07-22 11:47:18","2022-07-22 12:57:01","44","","","Y","","","","","kurze Blicke zum Fahrgeschehen, um Warnungen zu deaktivieren, sonst Fokus auf Tablet, Szenario 2 100 Temposchild gesehen, aber nicht reagiert, Baustelle frühzeitig erkannt, nach links gewechselt, nochmal Automation aktiviert, dieses wurde dann deaktiviert und Probandin hat mehrmals versucht, dieses in der Baustelle zu aktivieren, Szenario 6 nicht erkannt, Pannenfahrzeug nicht erkannt, Notbremsung und dann nach links ausgewichen","","","Baustelle rechtzeitig gesehen, nach links, dachte, Automation geht auch in Baustelle, Pannenfahrzeug sehr spät gesehen, nicht in Rückspiegel geschaut","m5 und m12 abwurf","Warnungen erwartet, erwartungshaltung, zu beginn auf die straße, dann mehr aufs Display, warnungen zu häufig, abstände zu kurz, wichtigkeit verstanden","bei baustelle auf straße und nicht dispaly bei automationsaktivierung (versuch)","100 tempo szenario 2 erkannt, aber war nicht sicher, ob das schild richtig erkannt wurde, system vor mensch","geschw. änderungen bemerkt, bildabsackungen (durch automation)","EheJa","EheJa","Ja","Unsic","kommt auf die Systeme der anderen Verkehrsteilnehmer drauf an, system ist gut und verlässlich","",""
"53","2022-07-23 18:09:30","3","de","707688628","2022-07-23 17:23:48","2022-07-23 18:09:29","45","","Y","","","","Schaut nur aufs Tablet. liest sich Fragen/Texte selbst vor, Szenario 2 nicht erkannt, Baustelle überhaupt nicht erkannt, Notbremsung bis Stillstand, danach wieder Automation und nur noch Tablet, Szenario 6 nicht erkannt, Szenario 8 nicht erkannt, Notbremsung","","","","sehr schlechtes Eyetracking, kaum Punkte","kein akustisches Signal für Übernahmeaufforderung, sehr vertieft in Tablet, auf Assistanten geachtet, ob grün oder nicht, versucht Automation in Baustelle zu aktivieren","m5 und m12 Abwurf","Hände immer am Lenkrad","optimal","beide male nicht erkannt","Vertrauenslevel recht hoch","EheJa","EheJa","Ja","Manue","","",""
"54","2022-07-23 19:39:49","3","de","1914502257","2022-07-23 18:42:48","2022-07-23 19:39:49","46","","Y","","","","Szenario 2 nicht erkannt, meiste Konzentration auf Tablet ,Baustelle sehr spät erkannt, bei LEnkung Notbremsung aktiviert, Szenario 6 nicht erkannt, Baustelle nicht erkannt, Notbremsung bis Stillstand, dann links rüber","m5 und m12 Abwurf","","","wird nicht gut getrackt","1-2 mal Automation ausgefallen, Baustellensituation nicht realisiert, gedacht, dass System eine Warnung auf dem Display ausgibt (zu hohes Systemvertrauen), Automation versucht in der Baustelle zu aktivieren, Pannenfahrzeug relativ spät erkannt, nicht in Seitenspiegel geschaut, keine Zeit dafür","m5 und m12 Abwurf","Hände immer am Lenkrad","i.O.","davon ausgegangen, dass das System 100% zuverlässig, lieber erst bei neuem Temposchild verzögern, davor unbegründet","kein Spurwechsel, eigene Verantwortung, bsi 60 km/ h Stadtverkehr Spurwechsel automatisch gewünscht","EheJa","EheJa","Ja","Manue","vllt wenn man doch mal abgelenkt ist, Spurhaltung sehr wichtig, Interaktionen innerhalb des Fahrzeugs ermöglichen","","Bremswirkung und Lenkrwirkung etwas schwammig"
"55","2022-07-24 13:18:18","3","de","744527561","2022-07-24 11:53:32","2022-07-24 13:18:18","47","","Y","","","","allermeiste Aufmerksamkeit auf Tablet, Szenario 2 erkannt, aber nicht reagiert, Baustelle erkannt, aber spät reagiert und Spurwechsel nicht richtig eingeleitet (Notbremsung aktiviert), Szenario 6 erkannt, manuell gebremst, aber skeptisch gewesen, Pannenfahreug erkannt, schnel gebremst, Notbremsung aber ausgelöst und nach links gezogen","","","","Probleme mit Blinker","Baustellensituation, Proband hat automatischen Spurwechsel erwartet, nicht kritisch, Gewöhnung, keine Notbremsung zusätzlich, versucht Automation in der Bustelle zu aktivieren, Pannenfahrzeug nicht mit gerechnet, in den Außenspiegel geschaut","i.o.","keine Warnungen erhalten","ACC Anzeige","Szenario 2 zu viel Systemvertrauen, Szenario 6 erkannt, manuell gebremst, logisch ,dass es bei 120 wieder funktioniert, danach öfter bewusster auf die temposchilder geachtet","i.o., automatischer spurwechsel, wenn der fahrer nicht reagiert --> notbremsung besser","EherN","Unsic","Unsic","Manue","Level 3 mit Übernahmeentscheidung besser, noch nict ausgereift, kein 100%iges vertrauen","",""
"56","2022-07-24 14:54:20","3","de","1539044993","2022-07-24 13:59:54","2022-07-24 14:54:20","48","","","Y","","","","","mit kurzen Blicken zum Fahrgeschehen Warnungen deaktivieren/vermeiden, Szenario 2 nicht erkannt, Baustelle erkannt und ohne Notbremsung rübergezogen, Szenario 6 nicht erkannt, Panennfahrzeug erkannt, mit Notbrmesung nicht kritisch, nach links gelenkt","","","Pannenfahrzeug, regelmäßiger Rhythmus zwischen Tablet und Blicke zum Fahrgeschehen, gebremst mit Unterstützung Notbremsung, nicht kritisch, nach links geschaut (Rückspiegel, Seitenspiegel), deshalb nur etwas gebremst und rüber, da Bahn frei, frühzeitig erkannt, nach links, nicht versucht, Automation zu aktivieren (antizipiert)","i.o.","sehr wichtig, da sonst noch mehr Ablenkung, es nervt schon, wollte Piepsen vermeiden","i.o.","Systemvertrauen, situationen nicht erkannt","Spurhalteassistant sehr ruhig und dennoch genau, sehr angenehm, Spurwechsel automatisch selbst machen (anderes oder gleiches Peipsen mit anderem Symbol), komplett automatisch mit Vorwarnung","EheJa","Ja","EheJa","EheJa","unangenehme Querführungsunterstützung, mit Widerstand in der Realität Ausreißen und Unfallpotential (wegen Widerstand)","",""
"57","2022-07-24 19:36:59","3","de","875070560","2022-07-24 18:47:24","2022-07-24 19:36:59","49","","Y","","","","meiste Konzentration auf Tablet, ab und zu prüfende Blicke in die Fahrumgebung, Szenario 2 nicht erkannt, Baustelle erkannt, erst gebremst, dann nach links gelenkt, keine Notbremsung, Szenario 6 nicht erkannt, Pannenfahrzeug nicht erkannt, noch kurz selbst gebremst, dann Notbremsung und nach links ausgewichen","Lenkrad ging am Anfang nicht (erste 30 sec), nochmal neu gestartet und dann funktioniert es","","","Quiz einmal ganz am Anfang beendet","Pannenfahrzeug viel zu spät erkannt, gleichzeitig nach links gelenkt und auf Verkehr geachtet, Baustelle rechtzeitig bemerkt, abgebremst, nach links gezogen","i.o.","Hände immer am Lenkrad","i.o.","Systemvertrauen, Beschleunigungen und verzögerungen mitbekommen, selber die Schilder nicht angeschaut, keine Zeit wegen Tablet","Spurhaltung super, deswegen auch das Vertrauen, kein automatischer Spurwechsel, Vorwarnung vor kritischen Situationen gewünscht","EheJa","Ja","EheJa","Manue","System würde Fahren entspannter machen, Spurhaltung nicht unbedingt notwendig, aber wäre dennoch sinnvoll","","begeistert von den Funktionalitäten, sehr realistisch"
"58","2022-07-26 15:13:17","3","de","1481665185","2022-07-26 14:58:44","2022-07-26 15:13:17","50","Y","","","Eher 100 km/h und dann wieder Beschleunigungsintervalle, S1 erkannt, aber vorher schon 95 km/h gefahren, da mit Tablet abgelenkt, gute Spurführung
S2 erkannt, Teilweise nur 90 km/h wenn mit dem Tablet beschäftigt, Teils kurz Standspur berührt
S3 nochmal überprüfen, Bei m7 2000m kurz Überholspur berührt
Baustelle: erkannt und ohne Notbremsung auf die linke Spur gewechselt
Teils Schlangenlinien
S5 erkannt, teils nur 90 km/h gefahren (nochmal nachsehen)
S6 erkannt teils nur 90 km/h
Proband hat Quiz aus versehen beendet und währenddessen kurz auf linke Überholspur gekommen, Neues Quiz gemacht, S7 erkannt, Pannenfahrzeug nicht erkannt, Notbrmesung, dann nach links
","","","","","","","Pannenfahrzeug, erst bei Notbremsung bemerkt,im Stillstand in den Rückspiegel, Baustelle frühzeitig erkannt, in Baustelle auh auf Tablet, entspannter, weil langsamer","","","i.o.","kann sein, dass 1- mehrere Geschwindigkeitslimits übersehen","","","","","","","","Beenden Knopf kleiner oder oben in die Ecke, kleines rotes Kreuz"
"59","2022-07-26 20:30:50","3","de","99063408","2022-07-26 19:39:11","2022-07-26 20:30:50","51","","Y","","","","Abwechselnde Aufmerksamkeit auf Tablet und Fahrgeschehen, immer wieder prüfende Blicke, Szenario 2 erkannt, mehr Aufmerksamkeit auf Fahrgeschehen, beobachtet viel die Umgebung, Baustelle erkannt, ohne Notbremsung rübergezogen auf links, hat wohl in Baustelle versucht, die Automation zu aktivieren (?), Szenario 6 erkannt, manchmal Beschäftigung mit Tabelet, aber überwiegend Fahrgeschehenbeobachtung, Pannenfahrzeug frühzeitig erkannt, gebremst und nach links gewechselt, keine Notbremsung","","","","","Pannenfahrzeug gebremst, dann rüber, hat versucht, die Automation in der Baustelle zu aktivieren","i.o.","keine Warnung","i.o.","zweimal richtig erkannt, dann wieder automation aktiviert, bemerkt, dasse sauf 120 geht und wieder deaktiviert, anpassung an geschw. den vekrehrsregel nentsprechend gut","Lenkradwiderstand bei Automation, kein automatischer Spurwechsel","EherN","EheJa","Nein","Manue","privat oft Spurwechsel, ständig Widerstand bei Automation und Spurwechsel","",""
"60","2022-07-27 13:57:13","3","de","482969916","2022-07-27 13:02:31","2022-07-27 13:57:13","52","","Y","","","","Anfangs Hand nicht am Lenkrad (mehrmalsWarnmeldung), öfters HandsOff, Szenario 2 nicht erkannt, meiste Konzentration auf Tablet, gelegentlich Blicke zum Fahrgeschehen, Baustelle erkannt, nach links gezogen ohne Notbremsung, Frage an Versuchsleiter, ob Spurwechsel automatisch passiert wäre, Teilweise noch Fuß auf der Gaspedale gehabt, Szenario 6 nicht erkannt, Pannenfahrzeug erkannt, nach links gezogen, ganz kurz Notbremsung (nicht kritisch)","","","","Quiz gleich am Anfang beendet und neu gestartet","akustisches Signal fehlt, wenn Automation deaktiviert ist, Baustellenschilder wahrgenommen, wusste nicht, ob Assistant was macht oder nicht, danach manueller Eingriff, Pannenfahrzeug sehr spät erkannt, in Rückspiegel und nach links rüber","i.o.","Eine Hand immer am Lenkrad, eventuell zu wenig Druck am Lenkrad, Warnung verstanden, nicht nervig","i.o., evtl. drehzahlanzeige","an sich schon Systemvertrauen, nicht verglichen mit realen Verkehrsschildern, nicht in kontrollierender Form, BEschelunigugnen und verzögerungen bemerkt","assistant war angenehm, mehr kommunikation zwischen system und fahrer gewünscht, sehr einschläfernd","Nein","Ja","EheJa","","bei Spurhalte mehr Kommunikation erwünscht, Blinken, Zeichen ist sehr versteckt","","sehr anstrengend"
"61","","2","de","","2022-07-27 14:53:00","2022-07-27 15:36:00","53","","","Y","","","","","öfter Warnmeldung bis Stufe 2, kurze Blicke zum Fahrgeschehen, um Warnungen zu deaktivieren, Szenario 2 nicht erkannt, Baustelle frühzeitig erkannt, nach links gewechselt, Automation aktiviert, dann wurde Automation deaktiviert und mehrfach versucht, in Baustelle Automation zu aktivieren, Szenario 6 nicht erkannt, Pannenfahrzeug nicht erkannt, Notbremsung bis Stillstnad, dann links vorbei","","App beendet und neu gestartet","Baustelle gesehen frühzeitig, Automation aktiviert, dann wieder deaktiviert worden, in der Baustelle hat versucht mehrfach zu aktivieren, Pannenfahrzeug erst nach warnung gesehen, nicht in rückspiegel geschaut","i.o.","nervig, hat es verstanden","i.o.","systemvertrauen, ab und zu stichprobenartig geschaut, geschw. änderungen nachvollzogen","angenehme fahrt","Ja","EherN","EheJa","Unsic","Geshcwindigkeit selber wählen, aber spurhalte praktisch","",""
"62","2022-07-27 17:13:34","3","de","1210747416","2022-07-27 16:21:17","2022-07-27 17:13:34","54","","","Y","","","","","meiste Zeit mit Tablet beschäftigt, kaum Warnmeldungen, da vorher schon mit Blick zum Fahrgeschehen deaktiviert, Szenario 2 nicht erkannt, Baustelle erkannt, frühzeitig rüber, dann wieder Automation aktiviert, wurde vom System bei Baustelle deaktiviert und dann manuelle Fahrt in Baustelle, versucht AUtomation zu aktivieren (?), fast die ganze Zeit HandsOn Fahren statt HandsOff, genervt, gelangweilt, Szenario 6 nicht erkannt, einmal 2. Warnstufe, Müdigkeit und merhfaches Gähnen, Pannenfahrzeug sehr spät erkannt, Notbremsung, dann nach links gelenkt ","","","Pannenfahrzeug, recht spät erkannt, gebremst, in Seitenspiegel geschaut, dann nach links mit Blinker, Baustelle früh erkannt, dann links, Automation veruscht zu aktivieren in Baustelle","i.o.","unfassbar genervt, hat versucht dies auszutricksen mit kurzen Blicken, warnungen verstanden,
Hande oft am Lenkrad, schon pasr erfahrungen, deshalb bei spruwechsel widerstand und lenken, damit proband weiß, was passiert","i.o.","im Versuch anders verhalten: Systemvertrauen, kaum geschw. änderungen bemerkt, auch nicht in Baustelle nach automation deaktivierung","angenehm, kein automatischer spurwechsel","Ja","Ja","Unsic","EheJa","Spurhalten nur in Stau und Stadtverkehr","",""
"63","2022-07-27 19:41:43","3","de","1196903112","2022-07-27 18:49:00","2022-07-27 19:41:43","55","","","Y","","","","","Am Anfang HandsOn, Szenario 2 nicht erkannt, versucht Warnungen auszutricksen mit kurzen Blicken vor eigentlicher Warnmeldung (sehr regelmäßig), sehr strategisch, Baustelle erkannt, ohne Notbremsung rüber, dann Automation mehrfach versucht in der Baustelle zu aktivieren, Szenario 6 nicht erkannt (?), wenig Warnmeldungen","","Quiz am Anfang beendet und neu gestartet","Baustelle erkannt und nach links ohne Notbremsung, mit Blick in Außenspiegel, mehrmals versucht die Automation zu aktivieren in der Baustelle, irritiert, dann manuelle Fahrt, Pannenfahrzeug erst bei Notbremsung erkannt, mit Blick in Außenspiegel nach links","i.o.","anfangs genervt, dann wichtigkeit verstanden, dann vor dem peipsen hingeschaut, nach ungefähr jeder textzeile nach vorne geschaut","i.o.","beide Szenarien nicht erkannt, Verzögerungen und Beschelunigugnen bemerkt","i.o., gerne spurwechsel automatisch","EheJa","EheJa","EherN","Ja","aus Vorerfahrung Spurhalteassistanz sehr ruckelig","","lesen anstregender bei tablet"
"64","2022-07-27 21:22:29","3","de","1935120988","2022-07-27 20:34:57","2022-07-27 21:22:29","56","","Y","","","","meiste Konzentration auf Tablet, Szenario 2 erkannt, manuell runtergebremst, dann aber wieder Automation auf 120 km/h aktiviert --> Situation nicht verstanden, ab und zu prüfende Blicke auf Fahrgeschehen, sonst große Mehrheit auf Tablet, Baustelle frühzeitig erkannt, abgebremst, manuell gefahren, aber auf rechter Spur geblieben, bei Spurwechsel kurz Notbremsung (nicht kritisch), nach Baustellenende nicht ganz klar, dass Automation wieder aktiviert werden soll, Szenario 6 erkannt, manuell runtergebremst, dann aber wieder Automation auf 120 km/h aktiviert --> Situation nicht verstanden, Pannenfahrzeug sehr spät erkannt, Notbresmung bis Stilsltand, dann wusste nicht, was machen soll, links vorbei","kein SmartEye Logfile","","","","Baustelle:manuelle Fahrt war schwierig,Fragen gingen nicht nebenbei, Situation nicht gecheckt, ganze Zeit auf Fragen fokussiert, man ist nicht vorbereitet, plötzliches Interagieren, versucht in der Baustelle, die Automation zu aktivieren, Pannenfahrzeug sehr spät bemerkt, sehr überrascht, nur bisschen gebremst bis Notbremsung, dann etwas verwirrt, was dann ist, überrascht, dass das Fahrzeug auf der Straße stand, verwirrt wegen anhaltenden Autos","i.o.","keine Wahnung erhalten","i.o.","Szenarien 2 und 6 nicht verstanden, , geschwindigkeitsänderungen bemerkt, mit schildern verglichen","angenehm, manueller Spurwechsel","Ja","Ja","Unsic","Manue","lieber Spurführung selbst","","Blinken sehr ungewöhnlich, nicht ausgegangen, nur leicht auf Gas bewirkt viel"
"65","2022-08-01 14:52:49","3","de","219049611","2022-08-01 14:01:38","2022-08-01 14:52:49","57","","","Y","","","","","oft bis 2. oder auch 3 Warnmeldung, hat Hand am Lenkrad, ignoriert oft 1. Warnstufe, öfter Vehiclestop, dann eigener Eingriff, Szenario 2 nicht erkannt, teilweise Automation deaktiviert, um kein Fahrzeugstop zu haben, schaut öfter in Display, aber nicht zum Fahrgeschehen, um Warnungen zu deaktivieren, sehr viele Warnmeldungen, öfters HandsOn Driving, in Baustelle auch am Tablet, Baustelle erkannt und ohne Notbremsung nach links gewechselt, hat bei m14 Ende 3. Warnmeldung erhalten und die Automation deaktiviert, dann aber nicht aktiviert und auf Überholspur gekommen, Crash mit Fahrzeug, und fast in Leitplanke rein, Szenario 6 nicht erkannt, Pannenfahrzeug erkannt, nach links gelenkt, teilweise mit Notbremsung","","nicht das beste Eyetracking","Baustelle frühzeitig erkannt, nicht versucht, Automation zu aktivieren, gewisses Systemverständnis, kurz am Tablet, Pannenfahrzeug erkannt, keine Zeit für Blick in Rückspiegel","Automation einmal nicht aktiviert und Crahs auf Überholspur ausgelöst","Warnungen verstanden, Rhythmus erkannt, teilweise genervt","i.o.","Systemvertrauen, beide Szenarien nicht erkannt, 20 km/h marginal, Beschleunigungsvorgänge bemerkt","angenehm, gerne automatischer Spurwechsel","Ja","Ja","Ja","Ja","für längere Fahrten, gerne als Option","",""
"66","2022-08-01 19:31:20","3","de","999060123","2022-08-01 18:32:56","2022-08-01 19:31:20","58","","","Y","","","","","meist bis 1. Warnstufe, aber oft Scannen und kurze Blicke zur Fahrbahn, sodass nur wenige Warnungen ertönen, SZenario 2 nicht erkannt, Schild erkannt, aber nicht reagiert, versucht geschickt die Warnmeldungen schon vor dem Aktivieren zu deaktivieren, müde, gelangweilt, Baustelle 2 erkant, ohne Notbremsung nach links, dann wieder Automation aktiviert, wurde dann Systemseitig bei Baustelle deaktiviert, mehrmals versucht diese zu aktivieren (?), Szenario 6 nach einigem Zögern erkannt und manuell gebremst, dann Automation wieder aktiviert, bemerkt, dass diese bis 120 km/h geht, dann wieder deaktiviert und kurz vor 120 km/h schild aktiviert, zwischendurch selbst 110-115 km/h gefahren, angespannt, kaum Warnmeldungen, Pannenfahrzeug erkannt und schnell reagiert nach links, ganz kurz Notbremsung, aber nicht kritisch","","","Baustelle beim ersten Schild erkannt (600 m), nicht mitbekommen, dass Automation in Baustelle deaktiviert wurde, dann aber auch nicht versucht, diese zu aktivieren, in Baustelle am Tablet gewesen, Pannenfahrzeug, irgendwann anderes Auto vorne erkannt, dann nach links (nicht kritisch), erst abgebremst, nicht so stark wie erhofft (Aktuatorik Bremse), dann Spiegelblick","i.o.","Warnungen verstanden, auch wenn Intervalle nicht konstant waren, nach Gefühl geschaut, Fragen durchlaufen lassen, davor Umgebung gescannt, am Anfang nervig, wegen zu kurzen Intervallen, nach Eingewöhnung gutes Instrument, um alles mitzubekommen","gewünscht: Information, wann Automation deaktiviert wurde, Piepston, wenn es sich deaktiviert, Display an sich gibt keine Information in 1. Warnstufe ab, aber gut in Lenkrad integriert","Szenario 2 nicht erkannt, in Szenario 6 runtergebremst, dann manuell beschelunigt, teils zu schnell wegen Gaspedal und dann Automation bei 120 km/h aktiviert (anders z Beobachtung)","angenehme Spurführung, adaptive Cruise Control nicht bei Pannenfahrzeug keine Warnung erhalten, sonst mit tempomanten automatisch runtergebremst, eigenes Abbremsen gefehlt vor Notbremsung, wenn System in der Lage, dann gerne automatischer Spurwechsel","Ja","Ja","Ja","Ja","Komfort auf Langstrecke, nicht für innerstädtische Fahrten, da zu unverlässig mit Temposchildern und SIcherheitspuffer, da eher vorsichtig und viel abbremsen würde","",""
"67","2022-08-02 09:52:29","3","de","1381214985","2022-08-02 08:34:10","2022-08-02 09:52:29","59","","","Y","","","","","fährt überwiegend HandsOn, oft nur bis 1. Warnmeldung (paarmal 2.), meiste Aufmerksamkeit auf Tablet, zwischendurch Blicke wegen Warnmeldungen und Fahrumgebung, Szenario 2 erkannt, manuell abgebremst, dann wieder Automation aktiviert auf 120 km/h kurz nach 100 km/h Schild, Baustelle frühzeitig erkannt, nach links gewechselt ohne Notbremsung, dann wieder Automation aktiviert, systemseitig bei Baustellenanfang deaktiviert worden, Proband hat dies kurz danach entdeckt und versucht Automation zu aktivieren, dananch manuelle Fahrt, Szenario 6 erkannt, manuell abgebremst und erst bei 120 km/h wieder Automation aktiviert, Pannenfahrzeug spät erkannt Notbremsung, dann nach links gewechselt","","Warnton bei Deaktivieren der Automation hilfreich","Baustelle: manuelle Fahrt schwierig, dachte, Automation funktioniert, hat versucht, diese zu aktivieren, während der Baustelle am Tablet, hat gesehen, dass das Auto langsamer wurde und Spur nicht gehalten wurde, Pannenfahrzeug, erst selbst gebremst, hätte früher reagieren sollen, nicht in Rückspiegel geschaut, hat aber geschaut ob jmd in der Spur war, spät reagiert","i.o.","hat Warnungen verstanden, Blick zu lange von Fahrbahn, teils anstrengender Text, dann bis 2. Warnstufe gewartet, Warnstufe zu nervig, zu oft, es passiert ja nix beim Verkehr, aber dennoch logisch, versucht etwas auszutricksen","Automationsaktivierung in Baustelle unbedacht, langsame Transition von Automation zu manueller Fahrt, abgelenkt von Texten, Vorwarnung für manuelle Fahrt bzw. Automation wird beendet","Szenario 2, nicht ganz gecheckt, dann runtergebremst, sehr unsicher, ob Automation aktiviert werden soll ,dann ktiviert, und in Ferne 120 km/h Schild gesehen, bei Szenario 6 gebremst, erst ab 120 km/h 120 gefahren, Geschwindigkeitsänderungen sonst nicht so bemerkt, bei Baustelle schon","super, angenehm, zu wenig Vertrauen, wenn automatischer Spurwechsel, komplexe Situationen, vom Tesla Vorwissen, noch mehr Erfahrungen. teils unvorhersehbare bremsungen, sonst verkerhsfluss serh vertrauenswürdig","EheJa","Ja","Ja","Ja","würde gerne selbst noch manuell fahren aber für längere Fahrten oder Zwischendurch, entspanntere Fahrt, oft HandsOn unterbewusst von Tesla Vorerfahrung","",""
"68","2022-08-02 13:57:45","3","de","794057052","2022-08-02 12:37:42","2022-08-02 13:57:45","60","","","Y","","","","","älterer Proband, Anfang sehr viele Probleme beim Verstehen der Warnmeldungen und viele Schwierigkeiten bei der Benutzung des Tablets, Szenario 2 nicht erkannt, HandsOn Fahren, sehr mit Tablet abgelenkt, mehrmals bis zu Vehiclestop (nicht verstanden), Baustellensituation nicht erkannt, war überfordert, hat nach bEdeutung der Schilder gefragt, hat nicht verstanden, dass man manuell fahren muss in der Baustelle, sehr mit Tablet beschäftigt, teils nicht bemerkt, wenn Fahrzeug durch Fahrzeugstopp langsamer wurde und ohne Automation nach links gefahren ist (teils kritische Situationen), Szenario 6 nicht erkannt, Pannenfahrzeug sehr spät erkannt, nach links gezogen mit Notbremsung","viele Nachfragen an Versuchsleiter","","Tabletbenutzung, meiste Ablenkung, Baustellensituation gerade noch gesehen, manuelle Fahrt erst später verstanden, Pannenfahrzeug nicht gesehen, nicht in Spiegel geschaut","i.o.","hat Warnungen verstanden, nicht nervig, sondern notwendig, gemerkt, wenn man sich kurz Zeit nimmt auf das Fahrgeschehen zu schauen, Regelmäßigkeit, Gefühl","i.o.","Systemvertrauen und Beschäftigung mit Tablet, dadurch keine Szenarien erkannt","angenehm, i.o.","Unsic","Ja","Ja","EherN","noch nicht ausgereift, Umsetzung Theorie in Praxis mit sehr ausgefeilten Tests, HandsOff nicht wegen Sicherheitsgefühl. älterer Proband, manuell","",""
"72","2022-08-02 15:56:58","3","de","653229834","2022-08-02 15:31:08","2022-08-02 15:56:58","61","","","Y","","","","","Am Anfang gleich bis Fahrzeugstop, teilweise Instruktionen von Versuchsleiter bei Nachfragen des Probanden, teils Warnungen ignoriert und wusste nicht, wie man 3. Warnstufe beendet, HandsOn Fahren, sehr spät erst bemerkt, wenn das Fahrzeug bei Vehiclestop ohne Automation fährt, Überholspur teilweise überfahren, öfter bis 3. Warnstufe und Abbremsen, dann manuelles Aktivieren der Automation, Szenario 2 nicht erkannt, ab m5 wieder überwiegend HandsOff, Warnmeldungen verstanden, angespannt, gelangweilt, Baustelle spät erkannt, aber noch rechtzeitig rüber, jedoch etwas in Schlangen, kurz Notbremsung (nicht kritisch), danach versucht, Automation in Baustelle zu aktivieren, Szenario 6 nicht erkannt, Pannenfahrzeug: überhauot nicht gesehen, sehr erschrocken, bis Stillstand mit Notbremsung, dann links vorbei","","älterer Proband","Baustelle kurz nach 80 km/h Schild erkannt, hat versucht die Automation zu aktivieren in der Baustelle, Pannenfahrzeug erst nach Notbremsung erkannt, in Spiegel geschaut und dann nach links","i.o.","nicht nervig, hat Warnungen verstanden, positiv, dass es durch Blick auf Straße deaktiviert wurde, Text unterbrochen, um Warnungen zu deaktivieren","warum ist die Automation nicht in der Baustelle verfügbar, Tempomat in der manuellen Fahrt gewünscht","schon Geschwindigkeit überprüft, eingelullt durch Fahrsimulatro, durch Monotonie, Geschw. verhalten bemerkt","bisschen mehr Lenkeingriff vorgestellt, automatischer Spurwechsel in Kombi mit toter winkel assistant","Ja","Ja","Ja","EheJa","tolle Funktionen, verkehrssicher, adaptiven Längsführung sehr wichtig (auch LKW)","Lesen war schwierig, man versteift sich auf einzelne mögliche Antwortwörter",""
"73","","1","de","","2022-08-02 16:31:00","2022-08-02 16:32:00","62","","Y","","","","meiste Aufmerksamkeit bei Tablet, Szenario 2 spät erkannt, dann kurz manuell und wieder Automation aktiviert (hierzu Rückfragen an Versuchsleiter), Baustelle nicht erkannt, Notbremsung bis Stillstand (Automation versucht zu aktivieren?), Szenario 6 erkannt, manuell abgebremst, angespannt, müde, Pannenfahrzeug nicht erkannt, Notbremsung, dann nach links ausgewichen","","","","","Baustelle viel zu spät erkannt, Notbremsung, versucht Automation zu aktivieren, nict am Tablet in der Baustelle, Pannenfahrzeug recht spät erkannt, gebremst, nicht in Spiegel geschaut","i.o.","i.o. immer Hände am Lenkrad","vergessen, dass das System in der Baustelle nicht verfügbar ist, mehr Eingewähnungszeit, sonst i.o.","Szenario 2 manuell gebremst,durch Systemvertrauen wieder Automation aktiviert, Szenario 6 bemerkt, manuell und 100 gehalten","angenehm","EheJa","Ja","Ja","Manue","Ablenkung durch Umgebung","",""
